Multi Channel DataManager 1.14.8.22147 ASCII Export
File version: 1
Stream label: Spike Detector (1);Spike Detector; Spike Timestamps1
Stream type: TimeStamp
Data subtype: NeuralSpike

47 (ID=0) [µs],48 (ID=1) [µs],46 (ID=2) [µs],45 (ID=3) [µs],38 (ID=4) [µs],37 (ID=5) [µs],28 (ID=6) [µs],36 (ID=7) [µs],27 (ID=8) [µs],17 (ID=9) [µs],26 (ID=10) [µs],16 (ID=11) [µs],35 (ID=12) [µs],25 (ID=13) [µs],15 (ID=14) [µs],14 (ID=15) [µs],24 (ID=16) [µs],34 (ID=17) [µs],13 (ID=18) [µs],23 (ID=19) [µs],12 (ID=20) [µs],22 (ID=21) [µs],33 (ID=22) [µs],21 (ID=23) [µs],32 (ID=24) [µs],31 (ID=25) [µs],44 (ID=26) [µs],43 (ID=27) [µs],41 (ID=28) [µs],42 (ID=29) [µs],52 (ID=30) [µs],51 (ID=31) [µs],53 (ID=32) [µs],54 (ID=33) [µs],61 (ID=34) [µs],62 (ID=35) [µs],71 (ID=36) [µs],63 (ID=37) [µs],72 (ID=38) [µs],82 (ID=39) [µs],73 (ID=40) [µs],83 (ID=41) [µs],64 (ID=42) [µs],74 (ID=43) [µs],84 (ID=44) [µs],85 (ID=45) [µs],75 (ID=46) [µs],65 (ID=47) [µs],86 (ID=48) [µs],76 (ID=49) [µs],87 (ID=50) [µs],77 (ID=51) [µs],66 (ID=52) [µs],78 (ID=53) [µs],67 (ID=54) [µs],68 (ID=55) [µs],55 (ID=56) [µs],56 (ID=57) [µs],58 (ID=58) [µs],57 (ID=59) [µs]
,,,,,137558160,,,,,266141840,,,,,,,,,,,,,383581800,,,109168200,153894520,,25239600,,64945960,,,,110651440,,,,,,,,,,,,,83696640,128903240,,,,75520920,,,,,,
,,,,,138100600,,,,,266533920,,,,,,,,,,,,,383647000,,,109559640,153934080,,25244000,,65031800,,,,119087680,,,,,,,,,,,,,83871640,128931520,,,,75850960,,,,,,
,,,,,139112280,,,,,266661760,,,,,,,,,,,,,384204600,,,109856600,154554600,,25311640,,65165160,,,,119223640,,,,,,,,,,,,,83959040,129080200,,,,75989840,,,,,,
,,,,,147336360,,,,,278519400,,,,,,,,,,,,,390431720,,,110565280,163417640,,25315200,,65294440,,,,119353560,,,,,,,,,,,,,84128680,129479160,,,,76082240,,,,,,
,,,,,147359120,,,,,278893680,,,,,,,,,,,,,390543440,,,119107280,163463600,,25388920,,65617880,,,,119364760,,,,,,,,,,,,,91055360,129587320,,,,76180320,,,,,,
,,,,,147502600,,,,,279700280,,,,,,,,,,,,,390814840,,,119150600,164567120,,25394920,,65810920,,,,119439760,,,,,,,,,,,,,91062920,129938360,,,,76774680,,,,,,
,,,,,147584600,,,,,279718640,,,,,,,,,,,,,391189040,,,119437920,164744160,,25472160,,75502760,,,,119761760,,,,,,,,,,,,,91074800,130075520,,,,77168000,,,,,,
,,,,,147673560,,,,,286567040,,,,,,,,,,,,,391809480,,,119442400,177058880,,25479240,,75616680,,,,119970920,,,,,,,,,,,,,91238160,130171800,,,,77237160,,,,,,
,,,,,147970920,,,,,286582760,,,,,,,,,,,,,391934120,,,119526880,179320600,,25562640,,75661600,,,,120089000,,,,,,,,,,,,,91466640,130255600,,,,77337720,,,,,,
,,,,,148117920,,,,,286765920,,,,,,,,,,,,,393896880,,,119594400,186649320,,25572560,,75771760,,,,128648880,,,,,,,,,,,,,91544520,130369920,,,,83316720,,,,,,
,,,,,148244160,,,,,287430840,,,,,,,,,,,,,397083280,,,119601200,186698400,,25688760,,75835440,,,,128807960,,,,,,,,,,,,,92113680,137546760,,,,83320400,,,,,,
,,,,,154033640,,,,,287655160,,,,,,,,,,,,,397159640,,,119687760,187420840,,25696800,,75931480,,,,129003600,,,,,,,,,,,,,99669920,137822320,,,,83331520,,,,,,
,,,,,154050080,,,,,289797760,,,,,,,,,,,,,398260440,,,120311720,195620120,,25802960,,76016800,,,,129208320,,,,,,,,,,,,,99679080,137879000,,,,83375680,,,,,,
,,,,,154148000,,,,,301342760,,,,,,,,,,,,,399569600,,,120679320,196763640,,25806400,,76106560,,,,129321280,,,,,,,,,,,,,99836480,138296040,,,,83566040,,,,,,
,,,,,154223920,,,,,301698680,,,,,,,,,,,,,408228920,,,128641840,204340280,,33954680,,76311800,,,,129453200,,,,,,,,,,,,,99910480,138952520,,,,83702400,,,,,,
,,,,,154306280,,,,,301711760,,,,,,,,,,,,,423644480,,,128645360,205508600,,33961520,,76445040,,,,129643680,,,,,,,,,,,,,99993000,139345000,,,,83863800,,,,,,
,,,,,154692120,,,,,301783600,,,,,,,,,,,,,423687840,,,128688880,205733720,,33967480,,76585920,,,,137464000,,,,,,,,,,,,,100456360,147508080,,,,83964040,,,,,,
,,,,,155493400,,,,,302356800,,,,,,,,,,,,,423866040,,,129010040,205924800,,33978160,,76829480,,,,137584120,,,,,,,,,,,,,100796080,147566560,,,,84431440,,,,,,
,,,,,163519760,,,,,302576800,,,,,,,,,,,,,424058920,,,129120520,214245440,,33985640,,76948680,,,,138394480,,,,,,,,,,,,,101155440,147648320,,,,84580120,,,,,,
,,,,,163541280,,,,,315287400,,,,,,,,,,,,,424535880,,,129474240,214252440,,34015400,,77103000,,,,139025000,,,,,,,,,,,,,101360360,148505000,,,,91376680,,,,,,
,,,,,163556560,,,,,315531520,,,,,,,,,,,,,424631240,,,137419640,214288920,,34040320,,77217960,,,,139119640,,,,,,,,,,,,,108132800,148830440,,,,91455320,,,,,,
,,,,,177122800,,,,,316368000,,,,,,,,,,,,,436484920,,,137515840,215441560,,34074680,,77367160,,,,139314280,,,,,,,,,,,,,108136960,153890360,,,,91544720,,,,,,
,,,,,177142720,,,,,316731400,,,,,,,,,,,,,436645400,,,137578000,223575880,,34122680,,77475280,,,,147514760,,,,,,,,,,,,,108144480,155194360,,,,91645960,,,,,,
,,,,,177157560,,,,,318921560,,,,,,,,,,,,,437946680,,,137859240,232461640,,34193160,,77763840,,,,147967440,,,,,,,,,,,,,108154200,155347360,,,,91830400,,,,,,
,,,,,177177640,,,,,318937160,,,,,,,,,,,,,451962400,,,147234200,232472480,,34201120,,83378880,,,,148091080,,,,,,,,,,,,,108525680,155675480,,,,91913720,,,,,,
,,,,,177398360,,,,,320728360,,,,,,,,,,,,,452272240,,,147252640,232512440,,34232400,,83393640,,,,148217680,,,,,,,,,,,,,108866040,163601240,,,,92510800,,,,,,
,,,,,177490160,,,,,320880800,,,,,,,,,,,,,452449560,,,147576720,234383520,,34277400,,83506520,,,,153938800,,,,,,,,,,,,,108957320,163637840,,,,99610320,,,,,,
,,,,,177665600,,,,,321067840,,,,,,,,,,,,,452690720,,,147582040,243446960,,34358960,,83567200,,,,154546040,,,,,,,,,,,,,110102920,163668720,,,,99620080,,,,,,
,,,,,177858800,,,,,321148680,,,,,,,,,,,,,457417080,,,147771040,243458680,,34368960,,83621400,,,,154646160,,,,,,,,,,,,,110164920,163925840,,,,99838520,,,,,,
,,,,,178712800,,,,,321434600,,,,,,,,,,,,,469777640,,,147976760,243503240,,34450320,,83861000,,,,155601480,,,,,,,,,,,,,110262680,164177960,,,,99891200,,,,,,
,,,,,186747280,,,,,322049760,,,,,,,,,,,,,470171960,,,148083640,244133840,,34459000,,83947360,,,,163401280,,,,,,,,,,,,,110406040,164284640,,,,100390560,,,,,,
,,,,,186773960,,,,,334860240,,,,,,,,,,,,,470390840,,,148620000,244704200,,34584280,,84062440,,,,163732760,,,,,,,,,,,,,110510800,164545720,,,,100578280,,,,,,
,,,,,186787600,,,,,335014920,,,,,,,,,,,,,473766960,,,153865280,245039920,,34590000,,84236080,,,,163994160,,,,,,,,,,,,,119189400,164903240,,,,100768800,,,,,,
,,,,,186832800,,,,,335348880,,,,,,,,,,,,,474470960,,,153868360,245189560,,34737840,,84347000,,,,164280000,,,,,,,,,,,,,119198120,165209400,,,,100920160,,,,,,
,,,,,195718600,,,,,335587560,,,,,,,,,,,,,476978800,,,153943080,256807880,,34883080,,84489560,,,,164549320,,,,,,,,,,,,,119208720,177072520,,,,101328720,,,,,,
,,,,,195737360,,,,,336096320,,,,,,,,,,,,,477210920,,,154143920,256815520,,34888200,,84592480,,,,164937200,,,,,,,,,,,,,119360680,177080240,,,,108069520,,,,,,
,,,,,195757600,,,,,344350800,,,,,,,,,,,,,493684520,,,154203080,258165080,,35120280,,91037480,,,,165161040,,,,,,,,,,,,,119447880,177145600,,,,108086920,,,,,,
,,,,,195972000,,,,,344946120,,,,,,,,,,,,,493694360,,,154234600,258422400,,35145280,,91046080,,,,177046120,,,,,,,,,,,,,119536560,177199320,,,,108104480,,,,,,
,,,,,196051320,,,,,345167840,,,,,,,,,,,,,494103800,,,154299440,265821600,,35212200,,91117280,,,,177137400,,,,,,,,,,,,,119614600,177296360,,,,108444360,,,,,,
,,,,,196230800,,,,,345310480,,,,,,,,,,,,,494504200,,,154454920,265832440,,35234120,,91236880,,,,177176560,,,,,,,,,,,,,119698760,177745240,,,,108589440,,,,,,
,,,,,204461560,,,,,345455080,,,,,,,,,,,,,494914360,,,154559360,278434400,,35299720,,91442680,,,,177294600,,,,,,,,,,,,,128713280,177846600,,,,108755600,,,,,,
,,,,,204476160,,,,,345676000,,,,,,,,,,,,,495165720,,,154644400,279379880,,35318760,,91657600,,,,177382160,,,,,,,,,,,,,128720840,177952520,,,,108942520,,,,,,
,,,,,204495880,,,,,345892160,,,,,,,,,,,,,505928920,,,154892280,280300760,,35494720,,91669400,,,,177569280,,,,,,,,,,,,,128923520,178311960,,,,109186480,,,,,,
,,,,,204521480,,,,,348086400,,,,,,,,,,,,,505936000,,,155079000,286467960,,35526960,,91844560,,,,177646920,,,,,,,,,,,,,129131800,178673640,,,,109385600,,,,,,
,,,,,204541960,,,,,348595520,,,,,,,,,,,,,506065040,,,163416160,286518880,,35838480,,91948080,,,,177740080,,,,,,,,,,,,,129220200,178987880,,,,109448840,,,,,,
,,,,,204687040,,,,,360689320,,,,,,,,,,,,,506360520,,,163536480,288104800,,35850880,,92114720,,,,177838080,,,,,,,,,,,,,129507440,179100800,,,,109514440,,,,,,
,,,,,204772240,,,,,360723640,,,,,,,,,,,,,506429080,,,164276800,288779520,,41698480,,92307480,,,,177948920,,,,,,,,,,,,,129666600,179493400,,,,109657880,,,,,,
,,,,,205091320,,,,,360993760,,,,,,,,,,,,,506581800,,,164744800,288931880,,41706440,,92434400,,,,178334080,,,,,,,,,,,,,129865800,186821400,,,,109810080,,,,,,
,,,,,205202320,,,,,361066320,,,,,,,,,,,,,507253560,,,165028240,289441360,,41710240,,92626400,,,,178970120,,,,,,,,,,,,,130094560,186917800,,,,109963400,,,,,,
,,,,,206062840,,,,,361391080,,,,,,,,,,,,,507381760,,,177063560,290129600,,41713920,,99911480,,,,179251480,,,,,,,,,,,,,130275360,187063920,,,,110082240,,,,,,
,,,,,214336160,,,,,366709920,,,,,,,,,,,,,507525800,,,177079200,301291920,,41733640,,99986640,,,,186641440,,,,,,,,,,,,,137466080,187709480,,,,119152920,,,,,,
,,,,,214362120,,,,,383247840,,,,,,,,,,,,,508340480,,,177089040,301325160,,41757400,,100175760,,,,186650000,,,,,,,,,,,,,137475840,187944200,,,,119225320,,,,,,
,,,,,214381080,,,,,383272000,,,,,,,,,,,,,516203640,,,177380720,315245040,,41791080,,100289280,,,,186728040,,,,,,,,,,,,,137768960,195780320,,,,119420120,,,,,,
,,,,,214397840,,,,,383575320,,,,,,,,,,,,,516822240,,,177477600,315251240,,41917720,,100417920,,,,186776000,,,,,,,,,,,,,138103320,195857440,,,,120298680,,,,,,
,,,,,214554720,,,,,384532800,,,,,,,,,,,,,531444080,,,177490720,318033560,,41988600,,100645040,,,,186889760,,,,,,,,,,,,,138424480,196404960,,,,120672160,,,,,,
,,,,,214715760,,,,,389891240,,,,,,,,,,,,,531559840,,,177566120,318102880,,42064400,,100787840,,,,187730440,,,,,,,,,,,,,138554880,197170840,,,,120826480,,,,,,
,,,,,214896120,,,,,389933520,,,,,,,,,,,,,531832320,,,177831920,320663160,,42068240,,100791440,,,,187867200,,,,,,,,,,,,,139025040,197312880,,,,121001480,,,,,,
,,,,,215016320,,,,,390298000,,,,,,,,,,,,,532249320,,,178111760,320679320,,42158120,,100890800,,,,188217520,,,,,,,,,,,,,147313960,204352280,,,,128657640,,,,,,
,,,,,215027200,,,,,393896840,,,,,,,,,,,,,532488520,,,178468280,320720720,,42245400,,100932480,,,,195604400,,,,,,,,,,,,,147321880,205039160,,,,128827280,,,,,,
,,,,,215512160,,,,,397322120,,,,,,,,,,,,,545351600,,,178774000,320772240,,42253240,,101135360,,,,196767160,,,,,,,,,,,,,147334720,205092520,,,,128895480,,,,,,
,,,,,223626160,,,,,397489800,,,,,,,,,,,,,545436800,,,178862760,334779520,,42356360,,101450480,,,,197161320,,,,,,,,,,,,,147403760,205296040,,,,128982680,,,,,,
,,,,,223647240,,,,,397573480,,,,,,,,,,,,,545638920,,,179099400,334785280,,42363120,,101556040,,,,204320520,,,,,,,,,,,,,147450440,205593880,,,,129040720,,,,,,
,,,,,223665160,,,,,398085480,,,,,,,,,,,,,545957600,,,179403880,335571480,,42465440,,108191520,,,,204826920,,,,,,,,,,,,,147502680,205733280,,,,129086840,,,,,,
,,,,,223708080,,,,,400273280,,,,,,,,,,,,,546225440,,,186646640,336067760,,42468720,,108243560,,,,205428760,,,,,,,,,,,,,147575680,206043400,,,,129140080,,,,,,
,,,,,223852040,,,,,407722480,,,,,,,,,,,,,546511320,,,186649920,336249160,,42632520,,108304640,,,,205603440,,,,,,,,,,,,,147757320,206184520,,,,129300600,,,,,,
,,,,,232535400,,,,,408340520,,,,,,,,,,,,,546663400,,,186744960,336405320,,42649520,,108365800,,,,205738560,,,,,,,,,,,,,148215080,206296440,,,,129479320,,,,,,
,,,,,232550120,,,,,424336600,,,,,,,,,,,,,555015200,,,187423440,336495680,,42722040,,108452920,,,,206026080,,,,,,,,,,,,,148530880,206545560,,,,129835880,,,,,,
,,,,,232572600,,,,,424606600,,,,,,,,,,,,,555274440,,,195618360,336809440,,42728320,,108524920,,,,206235360,,,,,,,,,,,,,148681400,214398720,,,,129940680,,,,,,
,,,,,232652120,,,,,435984320,,,,,,,,,,,,,555331160,,,195708960,336950400,,42946760,,108607080,,,,214227880,,,,,,,,,,,,,154000720,214491200,,,,137435920,,,,,,
,,,,,232796080,,,,,436108160,,,,,,,,,,,,,555456080,,,196240520,343996360,,43133400,,108687720,,,,214251360,,,,,,,,,,,,,154009080,214619640,,,,137470520,,,,,,
,,,,,233162480,,,,,436169040,,,,,,,,,,,,,555576680,,,196890360,344007280,,43140120,,108775480,,,,214423200,,,,,,,,,,,,,154023280,214878760,,,,137987520,,,,,,
,,,,,233306800,,,,,437493320,,,,,,,,,,,,,555668640,,,197042880,344940760,,43277280,,108964680,,,,214857040,,,,,,,,,,,,,154088200,215342920,,,,138298280,,,,,,
,,,,,233492600,,,,,437686840,,,,,,,,,,,,,555868320,,,204339040,345138360,,43283160,,109060920,,,,215716480,,,,,,,,,,,,,154140760,215610720,,,,138536600,,,,,,
,,,,,233605320,,,,,437825840,,,,,,,,,,,,,555982680,,,204355760,346356080,,43531920,,109387640,,,,223570280,,,,,,,,,,,,,154234160,215826080,,,,138674320,,,,,,
,,,,,233889360,,,,,451813040,,,,,,,,,,,,,556260360,,,204366000,346785760,,51900720,,109767600,,,,223692080,,,,,,,,,,,,,154310280,223556640,,,,138775400,,,,,,
,,,,,234700960,,,,,452445960,,,,,,,,,,,,,564868400,,,204400000,346961800,,51908200,,109820560,,,,223859400,,,,,,,,,,,,,154380680,223773800,,,,139234520,,,,,,
,,,,,243537120,,,,,457516520,,,,,,,,,,,,,564897560,,,204404120,347082240,,51913960,,110092800,,,,223944640,,,,,,,,,,,,,154472000,224266240,,,,147250440,,,,,,
,,,,,243553200,,,,,457614440,,,,,,,,,,,,,565275880,,,204756120,347916600,,51931280,,110253680,,,,224176360,,,,,,,,,,,,,154843200,224440000,,,,147388120,,,,,,
,,,,,243570720,,,,,457933920,,,,,,,,,,,,,565529840,,,204850160,349114680,,51947480,,110360400,,,,224470760,,,,,,,,,,,,,155022280,224704640,,,,147430200,,,,,,
,,,,,243592320,,,,,469788960,,,,,,,,,,,,,565660000,,,205069920,360654600,,52027000,,110393960,,,,224957040,,,,,,,,,,,,,155394600,224807280,,,,147465400,,,,,,
,,,,,243795280,,,,,469895640,,,,,,,,,,,,,576268720,,,205507520,362099440,,52039480,,110679880,,,,232466600,,,,,,,,,,,,,155499920,224896760,,,,147509000,,,,,,
,,,,,244037320,,,,,470011720,,,,,,,,,,,,,576307360,,,205797120,366307280,,52092400,,110784960,,,,232491560,,,,,,,,,,,,,163498120,232577160,,,,147574720,,,,,,
,,,,,256883360,,,,,470170880,,,,,,,,,,,,,576334080,,,206253560,367299400,,52108680,,119117560,,,,232772720,,,,,,,,,,,,,163504040,232607160,,,,147650680,,,,,,
,,,,,256903240,,,,,470671760,,,,,,,,,,,,,576358640,,,206368680,367733960,,52149760,,119180560,,,,232839040,,,,,,,,,,,,,163648320,232693560,,,,148070920,,,,,,
,,,,,256919120,,,,,470774000,,,,,,,,,,,,,576424880,,,214243720,383220000,,52162520,,119361720,,,,233380760,,,,,,,,,,,,,163738520,232857680,,,,148502160,,,,,,
,,,,,258833600,,,,,473697840,,,,,,,,,,,,,576685720,,,223575320,383803880,,52220520,,119532680,,,,233539400,,,,,,,,,,,,,164003040,232928640,,,,148644480,,,,,,
,,,,,265904440,,,,,476857200,,,,,,,,,,,,,577023840,,,223667440,385691720,,52233120,,119610760,,,,233670480,,,,,,,,,,,,,164093560,232990560,,,,153884000,,,,,,
,,,,,265933360,,,,,476911720,,,,,,,,,,,,,577968520,,,223867120,389822080,,52250800,,119787040,,,,233820880,,,,,,,,,,,,,164187560,233082760,,,,154133680,,,,,,
,,,,,265946160,,,,,477372520,,,,,,,,,,,,,591184200,,,223957240,389831280,,52294520,,119879960,,,,234184800,,,,,,,,,,,,,164942920,233444560,,,,154381920,,,,,,
,,,,,265969120,,,,,477751200,,,,,,,,,,,,,591230560,,,232460360,391230800,,52305720,,119980920,,,,234373000,,,,,,,,,,,,,177092480,233585120,,,,154474200,,,,,,
,,,,,266003040,,,,,493720080,,,,,,,,,,,,,591883840,,,232779920,391792600,,52380440,,120085440,,,,234772320,,,,,,,,,,,,,177101000,233972200,,,,154571200,,,,,,
,,,,,266070080,,,,,493782200,,,,,,,,,,,,,593334880,,,233420640,391906960,,52393480,,120323000,,,,243430600,,,,,,,,,,,,,177110960,234125720,,,,154665160,,,,,,
,,,,,266141480,,,,,494891800,,,,,,,,,,,,,593458200,,,233819240,392970200,,52460160,,120447720,,,,243562640,,,,,,,,,,,,,177202800,234352600,,,,154765160,,,,,,
,,,,,266238800,,,,,505923920,,,,,,,,,,,,,594302640,,,233950600,393033000,,52470440,,120592440,,,,243597600,,,,,,,,,,,,,177311840,234677840,,,,154823200,,,,,,
,,,,,266335800,,,,,505938640,,,,,,,,,,,,,594384720,,,234050000,393525600,,52562360,,128705960,,,,243808320,,,,,,,,,,,,,177402240,234787520,,,,154930680,,,,,,
,,,,,266442160,,,,,506217080,,,,,,,,,,,,,594470880,,,234481840,393588360,,52568320,,128811600,,,,243885960,,,,,,,,,,,,,177494520,243866120,,,,155025520,,,,,,
,,,,,266534280,,,,,506279640,,,,,,,,,,,,,594614040,,,234573120,393748120,,52656080,,128862920,,,,243966360,,,,,,,,,,,,,177587960,244313080,,,,155192080,,,,,,
,,,,,266668640,,,,,506420560,,,,,,,,,,,,,596019800,,,243445560,393879120,,52661560,,128873760,,,,244137200,,,,,,,,,,,,,177673480,244438200,,,,155471760,,,,,,
,,,,,278509840,,,,,506661960,,,,,,,,,,,,,596875360,,,243455960,396850440,,52759800,,129314560,,,,244237560,,,,,,,,,,,,,178446400,244689640,,,,155622000,,,,,,
,,,,,278529200,,,,,506778240,,,,,,,,,,,,,597062640,,,243463120,396863960,,52764440,,129460840,,,,244552880,,,,,,,,,,,,,178561400,245055120,,,,163717960,,,,,,
,,,,,278542920,,,,,507357680,,,,,,,,,,,,,,,,243961240,396878880,,52864880,,129654040,,,,245194320,,,,,,,,,,,,,178694240,256821280,,,,163923720,,,,,,
,,,,,278565360,,,,,507460760,,,,,,,,,,,,,,,,244347800,396897880,,52988960,,129828040,,,,245221920,,,,,,,,,,,,,178990200,257369400,,,,164306280,,,,,,
,,,,,279274400,,,,,507489160,,,,,,,,,,,,,,,,244461880,396939040,,52997200,,129849480,,,,245349320,,,,,,,,,,,,,186716840,258045000,,,,164406640,,,,,,
,,,,,286586400,,,,,508138640,,,,,,,,,,,,,,,,244546080,397941560,,53180240,,129938880,,,,245684080,,,,,,,,,,,,,186725160,258162000,,,,164545720,,,,,,
,,,,,286604760,,,,,516806600,,,,,,,,,,,,,,,,244550360,398230840,,53277000,,130092280,,,,256796680,,,,,,,,,,,,,186735320,258240680,,,,164687560,,,,,,
,,,,,286621320,,,,,517010840,,,,,,,,,,,,,,,,244705080,398470240,,53284440,,130169280,,,,257064640,,,,,,,,,,,,,186746600,258624200,,,,164833480,,,,,,
,,,,,286639720,,,,,531386520,,,,,,,,,,,,,,,,245119600,398922000,,64344800,,130212680,,,,257449280,,,,,,,,,,,,,187133880,258803240,,,,177074320,,,,,,
,,,,,286689360,,,,,531420840,,,,,,,,,,,,,,,,245285080,399390440,,64351680,,130263120,,,,258168720,,,,,,,,,,,,,195687800,266047000,,,,177098360,,,,,,
,,,,,286756320,,,,,531608600,,,,,,,,,,,,,,,,256813400,399426520,,64354840,,137426360,,,,258425440,,,,,,,,,,,,,195696280,266224400,,,,177118600,,,,,,
,,,,,286835000,,,,,531628640,,,,,,,,,,,,,,,,256839360,399457960,,64358160,,137449000,,,,265826960,,,,,,,,,,,,,195713320,266309680,,,,177199880,,,,,,
,,,,,286925000,,,,,531846360,,,,,,,,,,,,,,,,257805040,400274800,,64369720,,137573320,,,,265921480,,,,,,,,,,,,,195870000,266422400,,,,177246920,,,,,,
,,,,,286999360,,,,,532235760,,,,,,,,,,,,,,,,258420240,400407920,,64390680,,137646800,,,,266304720,,,,,,,,,,,,,195883800,266860000,,,,177377000,,,,,,
,,,,,289124600,,,,,532354000,,,,,,,,,,,,,,,,258571120,407198760,,64433960,,137817080,,,,266700680,,,,,,,,,,,,,195964400,267158400,,,,177472800,,,,,,
,,,,,289186920,,,,,532623120,,,,,,,,,,,,,,,,265820040,408493640,,64476040,,138101720,,,,266739120,,,,,,,,,,,,,196045840,267298720,,,,177567680,,,,,,
,,,,,289448640,,,,,545375280,,,,,,,,,,,,,,,,265831200,423643320,,64524640,,138204520,,,,267142680,,,,,,,,,,,,,196242160,267569560,,,,177653960,,,,,,
,,,,,289595600,,,,,545384800,,,,,,,,,,,,,,,,266005240,423650360,,64542480,,138305800,,,,267285080,,,,,,,,,,,,,196337000,267748440,,,,177957600,,,,,,
,,,,,289667320,,,,,546214640,,,,,,,,,,,,,,,,267039040,425063960,,64581560,,138546800,,,,278601560,,,,,,,,,,,,,196538760,278445600,,,,178372800,,,,,,
,,,,,289950360,,,,,546332120,,,,,,,,,,,,,,,,267143080,425672880,,64668880,,138730960,,,,280303920,,,,,,,,,,,,,204414880,278611920,,,,178679840,,,,,,
,,,,,301362400,,,,,546336680,,,,,,,,,,,,,,,,278432920,435953160,,64677400,,138838840,,,,286887000,,,,,,,,,,,,,204423200,278712640,,,,178859360,,,,,,
,,,,,301376400,,,,,546483840,,,,,,,,,,,,,,,,278828120,451746480,,64758480,,139026120,,,,287162000,,,,,,,,,,,,,204433240,278788680,,,,179111280,,,,,,
,,,,,301391040,,,,,555047600,,,,,,,,,,,,,,,,279374880,451753080,,64763120,,139106880,,,,287246480,,,,,,,,,,,,,204445120,278965280,,,,179350320,,,,,,
,,,,,315310120,,,,,555169240,,,,,,,,,,,,,,,,279382000,452550280,,64849240,,147399560,,,,287412840,,,,,,,,,,,,,204606480,279256800,,,,186666320,,,,,,
,,,,,315328720,,,,,555313400,,,,,,,,,,,,,,,,286466880,453080640,,64933840,,147469880,,,,287542360,,,,,,,,,,,,,204683280,279355560,,,,186749320,,,,,,
,,,,,315343720,,,,,555320360,,,,,,,,,,,,,,,,286477080,457237280,,65020160,,147655440,,,,288106480,,,,,,,,,,,,,204765040,279559880,,,,186786960,,,,,,
,,,,,315677600,,,,,564933000,,,,,,,,,,,,,,,,286573880,457253080,,65024480,,147756920,,,,288300520,,,,,,,,,,,,,204860280,279850720,,,,186792160,,,,,,
,,,,,315928120,,,,,565188240,,,,,,,,,,,,,,,,286627040,457261200,,65155760,,147848520,,,,288419800,,,,,,,,,,,,,204964360,279972440,,,,186912240,,,,,,
,,,,,318797240,,,,,565629360,,,,,,,,,,,,,,,,286723000,457293680,,65163000,,147955360,,,,288778560,,,,,,,,,,,,,205205280,280122400,,,,186974240,,,,,,
,,,,,318914560,,,,,576548880,,,,,,,,,,,,,,,,287083960,457334840,,65302040,,148083840,,,,288935400,,,,,,,,,,,,,205520400,280316760,,,,187003000,,,,,,
,,,,,318996160,,,,,576806680,,,,,,,,,,,,,,,,287172080,457597600,,65307400,,148208040,,,,289022000,,,,,,,,,,,,,205628480,286656880,,,,187289320,,,,,,
,,,,,320888280,,,,,576833760,,,,,,,,,,,,,,,,287278880,469745120,,65467000,,148347720,,,,289443720,,,,,,,,,,,,,205767720,286710200,,,,187591680,,,,,,
,,,,,320959720,,,,,577233040,,,,,,,,,,,,,,,,287434840,469751520,,65488960,,148679680,,,,289808000,,,,,,,,,,,,,205934480,286824440,,,,187716080,,,,,,
,,,,,321329600,,,,,577411760,,,,,,,,,,,,,,,,287659600,470078720,,65631680,,153993960,,,,290122480,,,,,,,,,,,,,206051320,287065080,,,,187841960,,,,,,
,,,,,321438880,,,,,577494200,,,,,,,,,,,,,,,,287727880,470159000,,65659360,,154133560,,,,301275720,,,,,,,,,,,,,206219440,287265560,,,,187949120,,,,,,
,,,,,321575840,,,,,577970760,,,,,,,,,,,,,,,,287844960,470566120,,65842760,,154297160,,,,301489400,,,,,,,,,,,,,214319960,287383520,,,,188104040,,,,,,
,,,,,321679680,,,,,578101760,,,,,,,,,,,,,,,,288104560,470985560,,75511120,,154302680,,,,301627600,,,,,,,,,,,,,214324400,287619720,,,,195884360,,,,,,
,,,,,334829760,,,,,591203880,,,,,,,,,,,,,,,,288361120,471669120,,75516840,,154376160,,,,302706280,,,,,,,,,,,,,214329920,287700320,,,,195944200,,,,,,
,,,,,334848160,,,,,591568280,,,,,,,,,,,,,,,,288679400,473514600,,75523520,,154566000,,,,303138120,,,,,,,,,,,,,214559080,287860640,,,,196114680,,,,,,
,,,,,334860840,,,,,592423280,,,,,,,,,,,,,,,,289090320,473524040,,75531720,,154776840,,,,303258200,,,,,,,,,,,,,214629280,288071600,,,,196204400,,,,,,
,,,,,335348560,,,,,593172920,,,,,,,,,,,,,,,,289312440,473535880,,75548920,,154830440,,,,315237160,,,,,,,,,,,,,214709720,288120440,,,,196317280,,,,,,
,,,,,335462880,,,,,593250120,,,,,,,,,,,,,,,,289917400,473550360,,75602560,,155200960,,,,315311640,,,,,,,,,,,,,215118800,288378360,,,,196404400,,,,,,
,,,,,335586880,,,,,593347120,,,,,,,,,,,,,,,,301290840,473575040,,75648840,,155311520,,,,315352160,,,,,,,,,,,,,215479360,288923800,,,,197057040,,,,,,
,,,,,335880840,,,,,594473880,,,,,,,,,,,,,,,,301302760,473759080,,75678040,,155379080,,,,320585160,,,,,,,,,,,,,215859160,289024400,,,,204354720,,,,,,
,,,,,336103560,,,,,594523960,,,,,,,,,,,,,,,,301485240,473825040,,75724080,,155497680,,,,335722400,,,,,,,,,,,,,223600760,289096920,,,,204374720,,,,,,
